"Message","Id","Version","Qualifiers","Level","Task","Opcode","Keywords","RecordId","ProviderName","ProviderId","LogName","ProcessId","ThreadId","MachineName","UserId","TimeCreated","ActivityId","RelatedActivityId","ContainerLog","MatchedQueryIds","Bookmark","LevelDisplayName","OpcodeDisplayName","TaskDisplayName","KeywordsDisplayNames","Properties"
"The computer has rebooted from a bugcheck.  The bugcheck was: 0x0000009f (0x0000000000000003, 0xffffbf89a9ed7050, 0xfffff805395a19f0, 0xffffbf89a96b6010). A dump was saved in: C:\WINDOWS\MEMORY.DMP. Report Id: 00000000-0000-0000-0000-000000000000.","1001","1",,"2","0","0","-9223372036854775808","9567","Microsoft-Windows-WER-SystemErrorReporting","abce23e7-de45-4366-8631-84fa6c525952","System","916","920","ASCENDI-HTMOH1J","S-1-5-18","8/20/2025 3:39:22 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Unable to produce a minidump file from the full dump file.","1005","1",,"2","0","0","-9223372036854775808","9566","Microsoft-Windows-WER-SystemErrorReporting","abce23e7-de45-4366-8631-84fa6c525952","System","916","920","ASCENDI-HTMOH1J","S-1-5-18","8/20/2025 3:39:22 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Dump file creation failed due to error during dump creation. BugCheckProgress was: 000000000100000000000000A10004C00000000004001AC000000000000000000000000000000000","161","0","49156","2","0","0","36028797018963968","9511","volmgr",,"System","4","372","ASCENDI-HTMOH1J",,"8/20/2025 3:38:01 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Dump file creation failed due to error during dump creation. BugCheckProgress was: 0x00000052","161","0","49156","2","0","0","36028797018963968","9510","volmgr",,"System","4","372","ASCENDI-HTMOH1J",,"8/20/2025 3:38:01 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 2:43:45 PM on ?8/?20/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","9492","EventLog",,"System","1972","1228","ASCENDI-HTMOH1J",,"8/20/2025 3:38:15 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.Windows.ContentDeliveryManager_10.0.26100.1_neutral_neutral_cw5n1h2txyewy!App.AppXx4zfy1ffv3wctgdz2vypnybzjkh27jhw.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","9478","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","488","12020","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/20/2025 1:51:52 PM","c9b42f53-1185-0000-ec3a-b4c98511dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","9442","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","7368","816","ASCENDI-HTMOH1J","S-1-5-18","8/20/2025 9:27:40 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 4:31:23 PM on ?8/?19/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","9357","EventLog",,"System","2020","1304","ASCENDI-HTMOH1J",,"8/20/2025 9:22:30 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"Installation Failure: Windows failed to install the following update with error 0x80073D02: 9NMPJ99VJBWV-Microsoft.YourPhone.","20","1",,"2","1","13","-9223372036854775768","9312","Microsoft-Windows-WindowsUpdateClient","945a8954-c147-4acd-923f-40c45405a658","System","8888","8532","ASCENDI-HTMOH1J","S-1-5-18","8/19/2025 9:20:32 AM","7dbb21f7-10b9-0001-7a7f-bd7db910dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Installation","Windows Update Agent","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","9307","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","6392","3240","ASCENDI-HTMOH1J","S-1-5-18","8/19/2025 9:15:23 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 11:29:44 PM on ?8/?18/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","9216","EventLog",,"System","2036","1964","ASCENDI-HTMOH1J",,"8/19/2025 9:00:23 AM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Software Protection service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","9214","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","10508","ASCENDI-HTMOH1J",,"8/18/2025 11:29:44 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout was reached (30000 milliseconds) while waiting for the Software Protection service to connect.","7009","0","49152","2","0","0","-9187343239835811840","9213","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","10508","ASCENDI-HTMOH1J",,"8/18/2025 11:29:44 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The AppX Deployment Service (AppXSVC) service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","9212","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","10732","ASCENDI-HTMOH1J",,"8/18/2025 11:29:44 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the AppXSvc service.","7011","0","49152","2","0","0","-9187343239835811840","9211","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","10732","ASCENDI-HTMOH1J",,"8/18/2025 11:29:44 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The system firmware returned an error Unspecified error when attempting to update a Secure Boot variable. For more information, please see https://go.microsoft.com/fwlink/?linkid=2169931","1795","0",,"2","0","0","-9223372036854775808","9201","Microsoft-Windows-TPM-WMI","7d5387b0-cbe0-11da-a94d-0800200c9a66","System","9096","8900","ASCENDI-HTMOH1J","S-1-5-18","8/18/2025 7:29:26 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Delivery Optimization service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","9192","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3980","ASCENDI-HTMOH1J",,"8/18/2025 7:17:06 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout was reached (30000 milliseconds) while waiting for the Delivery Optimization service to connect.","7009","0","49152","2","0","0","-9187343239835811840","9191","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","888","3980","ASCENDI-HTMOH1J",,"8/18/2025 7:17:06 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The previous system shutdown at 4:26:56 PM on ?8/?18/?2025 was unexpected.","6008","0","32768","2","0","0","36028797018963968","9020","EventLog",,"System","2000","1236","ASCENDI-HTMOH1J",,"8/18/2025 7:11:52 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,"None","System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the iphlpsvc service.","7011","0","49152","2","0","0","-9187343239835811840","8993","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","896","17028","ASCENDI-HTMOH1J",,"8/18/2025 3:01:56 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the SysMain service.","7011","0","49152","2","0","0","-9187343239835811840","8992","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","896","13616","ASCENDI-HTMOH1J",,"8/18/2025 3:01:56 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"A timeout (30000 milliseconds) was reached while waiting for a transaction response from the EventLog service.","7011","0","49152","2","0","0","-9187343239835811840","8991","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","896","7476","ASCENDI-HTMOH1J",,"8/18/2025 3:01:56 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Connected User Experiences and Telemetry service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 30000 milliseconds: Restart the service.","7031","0","49152","2","0","0","-9187343239835811840","8982","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","896","3832","ASCENDI-HTMOH1J",,"8/18/2025 2:15:37 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server MicrosoftWindows.Client.WebExperience_525.18101.90.0_x64__cw5n1h2txyewy!WindowsUdk.UI.Shell.Dashboard.DashboardExtension did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","8981","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","324","5904","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/18/2025 2:15:02 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.YourPhone_1.25071.54.0_x64__8wekyb3d8bbwe!App.AppXn958k7nsj8mxxmsepqdam8xk948t30sc.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","8980","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","324","3256","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/18/2025 1:36:19 PM","87846280-1007-0000-d3b5-85870710dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.StorePurchaseApp_22506.1401.4.0_x64__8wekyb3d8bbwe!App.AppXh68f74x901gdx01kwdh3szc5yp7bnmah.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","8979","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","324","11152","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/18/2025 1:36:18 PM","87846280-1007-0000-4b79-84870710dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The server Microsoft.YourPhone_1.25071.54.0_x64__8wekyb3d8bbwe!App.AppXn958k7nsj8mxxmsepqdam8xk948t30sc.mca did not register with DCOM within the required timeout.","10010","0","0","2","0","0","-9187343239835811840","8975","Microsoft-Windows-DistributedCOM","1b562e86-b7aa-4131-badc-b6f3a001407e","System","324","11140","ASCENDI-HTMOH1J","S-1-5-21-1649049209-2824995486-182282566-1000","8/18/2025 1:19:17 PM","87846280-1007-0001-b893-85870710dc01",,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error","Info",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
"The Software Protection service failed to start due to the following error: 
The service did not respond to the start or control request in a timely fashion.","7000","0","49152","2","0","0","-9187343239835811840","8974","Service Control Manager","555908d1-a6d7-4695-8e1e-26931d2012f4","System","896","3992","ASCENDI-HTMOH1J",,"8/18/2025 1:19:17 PM",,,"System","System.UInt32[]","System.Diagnostics.Eventing.Reader.EventBookmark","Error",,,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.String]","System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]"
